"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000419",375.332069500155,-1.04420973797072,0.204458486306596,-5.10719685366776,3.26973065544654e-07,3.28294041761745e-06
"ENSG00000000460",276.456155836393,-1.00953152676121,0.234967950745816,-4.29646478831195,1.7354351946585e-05,0.000107389569373046
"ENSG00000000971",306.440389836671,-1.21667174667246,0.339817534671291,-3.58036776368634,0.000343110951627023,0.00147844786702562
"ENSG00000001629",1991.76635691691,-1.07289541512098,0.230858665676464,-4.6474123549886,3.36124830970028e-06,2.56092772676288e-05
"ENSG00000002330",287.411882148302,-1.64659688226926,0.251913862147395,-6.53634884651897,6.30387848411195e-11,1.67514978658759e-09
"ENSG00000002746",31.5875770623782,2.92802600603813,0.508631080342622,5.75667928917315,8.57846653394703e-09,1.30148304769388e-07
"ENSG00000002822",929.275511486454,-1.27133376629603,0.226580467766162,-5.61095922711255,2.0120817236775e-08,2.76343539891391e-07
"ENSG00000003096",23.4961643512385,-1.54248999747377,0.651320341748039,-2.36825091833302,0.0178724102017487,0.0438657396740624
"ENSG00000004059",2595.01918423396,-1.38072972213268,0.206042074556225,-6.70120277669746,2.0671095476546e-11,6.2072754483368e-10
"ENSG00000004142",924.645449554728,-1.2642876204697,0.178189111472582,-7.09520132864145,1.29163313497958e-12,5.33309599007789e-11
"ENSG00000004534",1510.79826747905,1.06284021655435,0.168481555033182,6.30834761909118,2.82030212955357e-10,6.30640823227939e-09
"ENSG00000004766",1315.16329065872,-1.24566520334937,0.245629612280182,-5.07131526930262,3.95075647188367e-07,3.85257810664441e-06
"ENSG00000004779",284.589399273054,-1.09572630044268,0.181684981919545,-6.03091289586002,1.6303605061956e-09,2.96966361732887e-08
"ENSG00000004799",832.216594423414,-1.38395007642449,0.328638774452975,-4.21115882849823,2.54064033801941e-05,0.000150131362365526
"ENSG00000004809",98.3441856261123,-1.16249961672063,0.368599363159167,-3.15382969399933,0.00161143094435273,0.00567021177088519
"ENSG00000004838",14.7413879140418,1.18059966823378,0.493785648150697,2.39091531447968,0.0168064289156734,0.0416410712641946
"ENSG00000005102",48.8221628048067,-1.63218068808223,0.357655612576591,-4.56355396277392,5.02948746349324e-06,3.64062344964926e-05
"ENSG00000005189",58.3708912302012,-1.5301496479495,0.445539561750065,-3.43437436159231,0.000593923325524774,0.0023847406031034
"ENSG00000005249",1915.28860247143,-1.51861710864832,0.323506936953604,-4.69423352385829,2.67608194874844e-06,2.09958985125047e-05
"ENSG00000005339",3387.79862257561,1.88294077966269,0.274688021725979,6.85483395974602,7.13953953501303e-12,2.44175994975315e-10
"ENSG00000005379",704.750005588571,1.19026483455531,0.275849992384789,4.31489892120419,1.59675946782013e-05,9.96828667769531e-05
"ENSG00000005381",438.029975826618,-1.58640873692478,0.425287704600824,-3.73020127260388,0.00019132686829261,0.000889642663595092
"ENSG00000005436",296.29913859105,-1.21032351151134,0.270608381132407,-4.47260172226204,7.72736208319162e-06,5.28006058027979e-05
"ENSG00000005448",160.288188983937,-1.41341878584905,0.254724535475879,-5.54881289000483,2.87615784501123e-08,3.79824589906721e-07
"ENSG00000005513",20.7142359105435,-1.13119228730092,0.454665009880055,-2.48796864223032,0.0128475060416033,0.0332654568155686
"ENSG00000005893",3221.12697385263,1.18202859231363,0.274085816564365,4.31262225506676,1.61329621260811e-05,0.000100570866383203
"ENSG00000005961",3183.26577514365,-2.37830082210997,0.356338326639233,-6.67427734911553,2.4845336131585e-11,7.2929026586469e-10
"ENSG00000006015",466.764721948337,-1.53983079471508,0.198896030761399,-7.7418880046043,9.7951254768858e-15,7.47379530173494e-13
"ENSG00000006534",1229.25494027266,-1.11356473076963,0.221894909598784,-5.0184329725414,5.20946627714127e-07,4.90584707693979e-06
"ENSG00000006634",272.128793535796,-1.1997935192496,0.247836333456123,-4.84107193855824,1.29140607758387e-06,1.10056308277436e-05
"ENSG00000006704",53.6977142862295,1.55746638535915,0.364972321203906,4.267354796171,1.97804437062384e-05,0.000120459901636941
"ENSG00000006757",105.425903578051,-1.34432707733157,0.383767342084245,-3.50297414582105,0.000460094118713739,0.0019130267730776
"ENSG00000007038",29.5011021557492,-2.61741709510632,0.570994023060518,-4.58396583746536,4.56238810748464e-06,3.34895970927741e-05
"ENSG00000007080",226.968302895743,-1.04536461645132,0.183228845284758,-5.70524043213124,1.16178977646319e-08,1.70128530958513e-07
"ENSG00000007174",5.04746215117174,1.75215664357025,0.63967532862601,2.73913431573764,0.00616012011815402,0.0178490267025571
"ENSG00000007255",419.735394698371,-2.2343495196057,0.286884372219048,-7.78832775840325,6.79018543707097e-15,5.43527266810941e-13
"ENSG00000007312",1550.54299730926,-1.9841844251586,0.294397893507721,-6.73980510362097,1.58599225473418e-11,4.89201748076697e-10
"ENSG00000007376",416.197603167792,-1.50825808092321,0.252830407248018,-5.96549322267103,2.43896172365279e-09,4.25148337867197e-08
"ENSG00000007392",1143.54820995349,1.01479688717214,0.188486866180859,5.38391298945153,7.28837458152746e-08,8.75067124122654e-07
"ENSG00000007402",232.660558892144,1.29798902918166,0.302068861262363,4.2969971275996,1.73127437694038e-05,0.000107208364656524
"ENSG00000007520",321.319352591841,-1.4299392525939,0.212798677657793,-6.71968110108948,1.82122702291112e-11,5.54549815202632e-10
"ENSG00000007545",446.281889259265,1.09651759227845,0.226513657315472,4.84084538333728,1.29287938867707e-06,1.10145895029474e-05
"ENSG00000007968",391.64037799783,-1.09562344234001,0.256701363975791,-4.26808578408386,1.97157513536352e-05,0.000120122001301216
"ENSG00000008294",2595.8677518131,1.28625116043143,0.202937993887031,6.33814859304979,2.32542504647e-10,5.32405873777525e-09
"ENSG00000008324",395.196433576237,-1.69315896343689,0.223255634128852,-7.58394729899483,3.35197357348621e-14,2.22569339440516e-12
"ENSG00000008382",259.186845405019,-1.37194738832214,0.222457254559984,-6.16724049317172,6.94920269478125e-10,1.39277607004852e-08
"ENSG00000008394",306.915858339184,-1.21224269228537,0.293553593571707,-4.12954471970807,3.63482299926658e-05,0.00020579454581441
"ENSG00000008516",1871.59245410047,2.05467110498603,0.792643272680061,2.59217629897853,0.00953708844436571,0.025859837540484
"ENSG00000008517",7243.67545087583,-1.42776486603316,0.239320588097629,-5.96590906525233,2.43275749460928e-09,4.24350312980141e-08
"ENSG00000008988",16633.3886626753,-1.36895039220614,0.204866382623149,-6.6821621716449,2.35442263875383e-11,6.97374106223395e-10
"ENSG00000009765",22.0841938809204,1.55347278022427,0.606005200975606,2.56346443516218,0.0103633317613803,0.0277662065813799
"ENSG00000009844",1101.60836210234,-1.2661707875634,0.201530002479873,-6.28279051249379,3.32549044001558e-10,7.26181364286248e-09
"ENSG00000009950",84.9175918053714,1.35460430617756,0.281334576933139,4.81492293248936,1.4725671020467e-06,1.23637833101379e-05
"ENSG00000010256",2486.06436743343,-1.80083722283265,0.234149970171751,-7.69095644774894,1.46039144096377e-14,1.07349055357604e-12
"ENSG00000010278",768.626529984631,-1.45033969606454,0.257795420538413,-5.62593273780994,1.84508236317512e-08,2.55424001416736e-07
"ENSG00000010327",3664.37504686489,-1.42437810645777,0.339564661910958,-4.19471831503855,2.73210898743852e-05,0.000159924594049368
"ENSG00000010404",3776.70610312489,1.49000208786397,0.260707288685686,5.71522988626663,1.09555815808694e-08,1.61791681580524e-07
